class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants	MIRIAM[relation]	MIRIAM[datatype]	MIRIAM[id]
PROTEIN	s8346	Pfk27		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005496
COMPLEX	s8352	Pfk complex		c1	inside	s8352(s8353 s8354)	Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s382	Pgi1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000400
PROTEIN	s345	Hxk2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003222
PROTEIN	s343	Glk1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000545
PROTEIN	s342	Hxk1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001949
SIMPLE_MOLECULE	s963	Fructose		c1	inside		Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s962	sucrose		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s964	Suc2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001424
COMPLEX	s8355	Rom2/Mid2		c1	transmembrane	s8355(s141 s142)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8356	Rom2/Slg1		c1	transmembrane	s8356(s6192 s144)	Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s8357	PI		c1	inside		Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s8358	PI(4)P		c1	inside		Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s8359	"PI(4,5)P2"		c1	insideOfMembrane		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8360	Slg1		c1	outerSurface		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005534
PROTEIN	s8361	Stt4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004296
PROTEIN	s8362	Mss4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002616
PROTEIN	s8363	Lrg1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002399
PROTEIN	s8364	Bni1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005215
PROTEIN	s8365	Bnr1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001421
PROTEIN	s8367	Fks1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004334
PROTEIN	s8368	Gsc2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003264
COMPLEX	s8369	Fks1/Rho1		c1	inside	s8369(s8375(s6185 s6190) s8378)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8370	Gsc2/Rho1		c1	inside	s8370(s8372(s8376 s8377) s8371)	Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8380	Sec3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000810
COMPLEX	s8382	Zeo1/Mid2		c1	inside	s8382(s8383 s8384)	Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8386	Fus3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000112
PROTEIN	s8387	Fus3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000112
PROTEIN	s8388	Fus3		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000112
PROTEIN	s8389	Slt2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001072
PROTEIN	s8390	Fus3		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000112
PROTEIN	s8392	Nab2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003090
PROTEIN	s8393	Nab2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003090
PROTEIN	s131	Kdx1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001644
PROTEIN	s8394	Kdx1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001644
COMPLEX	s8398	SBF complex		c2	inside	s8398(s8396 s8397)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8399	SBF complex/Slt2		c2	inside	s8399(s8400(s8418 s8419) s8417)	Amount	0		FALSE	FALSE	FALSE			
GENE	s8404	GSC2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8405	GSC2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8406	Swi4		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000913
PROTEIN	s8407	Swi6		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004172
PROTEIN	s8408	Swi6		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004172
PROTEIN	s8409	Swi6		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004172
GENE	s8410	PCL1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8411	PCL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8412	PCL1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8413	PCL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8414	Kdx1		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001644
COMPLEX	s8420	SBF complex/Kdx2		c2	inside	s8420(s8422(s8423 s8424) s8425)	Amount	0		FALSE	FALSE	FALSE			
GENE	s8426	YLR042C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8428	YLR042C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
SIMPLE_MOLECULE	s8431	cAMP		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s68	Tpk1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003700
PROTEIN	s7524	Bcy1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001295
PROTEIN	s88	Tpk2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000006124
PROTEIN	s95	Tpk3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001649
PROTEIN	s7525	Zds1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004886
COMPLEX	s7945	Bcy1/Tpk1		c1	inside	s7945(s7530 s7531)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7944	Bcy1/Tpk2		c1	inside	s7944(s7533 s7534)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7943	Bcy1/Tpk3		c1	inside	s7943(s7537 s7538)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7942	Bcy1/Zds1		c1	inside	s7942(s7527 s7528)	Amount	0		FALSE	FALSE	FALSE			
GENE	s8432	ALD2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8433	ALD2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8434	SIP18		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8435	SIP18		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8436	ALD3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8437	ALD3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8438	SOL4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8439	MSC1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8440	HBT1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8441	SPS100		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8442	DDR2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8443	SPI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8444	DAK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8446	YKL151C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8447	GLK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8448	BDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8449	AIM17		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8450	SPG3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8451	YMR090W		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8452	TSL1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8453	CYB2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8454	PAI3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8455	GRE1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8456	GLO1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8457	UGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8458	POM33		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8459	TKL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8460	STF2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8461	PRX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8462	MCR1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8463	PHM7		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8464	TSA2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8465	EMI2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8466	CYC7		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8467	OM45		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8468	ARA1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8469	FMP45		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8470	HSP26		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8471	RGI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8472	GRX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8473	PHM8		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8474	MSC1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8475	HBT1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8476	SOL4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8477	SPS100		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8478	DDR2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8479	SPI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8480	DAK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8482	YKL151C		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8483	GLK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8484	BDH2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8485	AIM17		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8486	SPG3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8487	YMR090W		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8488	TSL1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8489	CYB2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8490	PAI3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8491	GRE1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8492	GLO1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8493	UGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8494	POM33		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8495	TKL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8496	STF2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8497	PRX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8498	MCR1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8499	PHM7		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8500	TSA2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8501	EMI2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8502	CYC7		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8503	OM45		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8504	ARA1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8505	FMP45		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8506	HSP26		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8507	RGI1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8508	GRX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8509	PHM8		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8512	Upc2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002621
GENE	s8514	DAN1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8515	DAN2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8516	DAN3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8517	DAN4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8518	TIR3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8519	TIR4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8520	DAN1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8521	DAN2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8522	DAN3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8523	DAN4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8524	TIR3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8525	TIR4		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8526	UPC2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8527	UPC2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8529	Mga2		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001472
PROTEIN	s6883	Sit4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002205
PROTEIN	s6151	Cdc55		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003158
PROTEIN	s7788	Pph21		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002292
PROTEIN	s6150	Tpd3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000014
PROTEIN	s8136	Pph22		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002347
PROTEIN	s8534	Rts1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005540
PROTEIN	s6132	Tap42		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004630
PROTEIN	s7785	Npr1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005127
PROTEIN	s7784	Npr1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005127
PROTEIN	s7796	Sap155		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001936
PROTEIN	s7795	Sap185		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003634
PROTEIN	s7794	Sap190		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001736
PROTEIN	s8535	Tip41		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000006244
PROTEIN	s7814	Tip41		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000006244
PROTEIN	s7871	Sfp1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004395
PROTEIN	s8536	Snf4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003083
PROTEIN	s8537	Snf1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002480
PROTEIN	s7822	Gat1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001873
PROTEIN	s7823	Gat1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001873
PROTEIN	s7820	Ure2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005173
PROTEIN	s7821	Gln3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000842
PROTEIN	s6179	Gln3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000842
PROTEIN	s8538	Gal83		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000829
PROTEIN	s8539	Sip2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003176
PROTEIN	s8540	Sip1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002830
PROTEIN	s6608	Tos3		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000003147
PROTEIN	s8541	Elm1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001531
PROTEIN	s6607	Sak1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000931
PROTEIN	s6880	Sak1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000931
PROTEIN	s6909	Reg1		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002435
PROTEIN	s6839	Bmh2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000002506
COMPLEX	s7923	Npr2/Npr3		c1	inside	s7923(s7869 s7870)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7908	Tap42/TORC1		c1	transmembrane	s7908(s8948(s8962 s8963 s8964 s8965) s8966)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7910	Sit4/Tap42/TORC1		c1	transmembrane	s7910(s8952(s8184 s8185 s8186 s8187) s8182 s8183)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7922	Pph21/Tap42/TORC1		c1	transmembrane	s7922(s8954(s8200 s8201 s8202 s8203) s8198 s8199)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8276	Pph22/Tap42/TORC1		c1	transmembrane	s8276(s8956(s8280 s8281 s8282 s8283) s8279 s8277)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8159	PP2A(Pph22/Tpd3/Rts1)		c1	inside	s8159(s8150 s8151 s8156)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8161	PP2A(Pph21/Tpd3/Rts1)		c1	inside	s8161(s8147 s8148 s8155)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8163	PP2A(Pph22/Tpd3/Cdc55)		c1	inside	s8163(s8165 s8140 s8141)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8164	PP2A(Pph21/Tpd3/Cdc55)		c1	inside	s8164(s7791 s8551 s8552)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7960	Tap42/Tip41		c1	inside	s7960(s7817 s7819)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7954	Sit4/Sap190		c1	inside	s7954(s8553 s8543)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7955	Sit4/Sap185		c1	inside	s7955(s7801 s7803)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7956	Sit4/Sap155		c1	inside	s7956(s10 s8544)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7961	Tap42/Tip41		c1	inside	s7961(s6430 s7854)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7968	Gln3/Ure2		c1	inside	s7968(s6180 s6181)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7967	Gln3/Ure2		c1	inside	s7967(s8113 s4)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7966	Gat1/Ure2		c1	inside	s7966(s7827 s43)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7965	Gat1/Ure2		c1	inside	s7965(s6317 s8554)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7958	Sfp1/TORC1		c1	inside	s7958(s8950(s7875 s7876 s7877 s7878) s7873)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7959	Sfp1/TORC1		c1	inside	s7959(s8951(s7882 s7883 s7884 s7885) s7881)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6631	SNF1 complex		c1	inside	s6631(s8555 s6633 s6634)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s6635	SNF1 complex		c1	inside	s6635(s8556 s8557 s8558)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s11	SNF1 complex		c1	inside	s11(s8178 s8104 s7805)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s389	SNF1 complex		c1	inside	s389(s8559 s8560 s8561)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8545	SNF1 complex		c1	inside	s8545(s394 s8981 s8982)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8546	SNF1 complex		c1	inside	s8546(s8563 s8565 s7804)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7971	Glc7/Reg1		c1	inside	s7971(s8318 s8547)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s7972	Glc7/Reg1		c1	inside	s7972(s8566 s8567)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8348	Ccr4-Not complex		c1	inside	s8348(s8349 s8350 s8351)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8568	Bmh2/Msn2		c1	inside	s8568(s8682 s8040)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8570	Bmh2/Msn4		c1	inside	s8570(s8571 s8681)	Amount	0		FALSE	FALSE	FALSE			
COMPLEX	s8584	Glc7/Bud14		c1	inside	s8584(s8585 s8586)	Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8587	Msn2		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000004640
PROTEIN	s8588	Msn4		c1	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000001545
COMPLEX	s8594	TORC1		c1	outerSurface	s8594(s8598 s8595 s8596 s8597)	Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s8599	Mck1		c2	inside		Amount	0		FALSE	FALSE	FALSE	bqmodel:is	SGD	S000005251
COMPLEX	s8600	Mck1/Msn2		c2	inside	s8600(s8601 s8687)	Amount	0		FALSE	FALSE	FALSE			
GENE	s8605	PST1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8606	SED1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8608	CCW14		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8609	NCW2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8610	FIT2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8611	PIR3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8612	PST1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8613	SED1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8614	CWP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8615	CCW14		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8616	NCW2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8617	FIT2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8618	CIS3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8619	SLT2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8621	FKS1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8623	CHS3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8624	PIR3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8625	CIS3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8626	CHS3		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8627	BGL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8628	YGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8629	PGK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8630	BGL2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8632	PGK1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8633	SLT2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8635	FKS1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8620	KDX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8634	KDX1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8427	PRY2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PROTEIN	s6908	Glc7		c1	inside					FALSE	FALSE	FALSE	bqmodel:is	SGD	S000000935
GENE	s8607	CWP1		c2	inside		Amount	0		FALSE	FALSE	FALSE			
GENE	s8603	GRX2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8604	GRX2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8639	Oxidative stress response		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8640	Heat shock response		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8647	Nuclear pore complex assembly		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8649	Acid resistance		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8650	Mitochondrial respiration		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8653	Nucleotide metabolism		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8644	Desiccation resistance		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8656	Phosphate uptake		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s6597	Trehalose biosynthesis		c2	inside		Amount	0		FALSE	FALSE	FALSE			
RNA	s8429	PRY2		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s6609	Mitochondrial respiration		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s6604	Programmed cell death		c1	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s2	Cold shock		default	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8395	Nuclear export of mRNA		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8391	Mating		c2	inside		Amount	0		FALSE	FALSE	FALSE			
PHENOTYPE	s8381	Exocytosis		c1	inside		Amount	0		FALSE	FALSE	FALSE			
