class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants
COMPLEX	s8481	PP2A/Far complex		c4	inside	s8481(s8480(s8482 s8483 s8484) s8485(s8486 s8487 s8488 s8489 s8490 s8491))	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s63	Ptp2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8498	Swi6		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8499	Swi6		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8502	Swi4		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8504	Slt2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s157	Slt2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8505	Nab2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8506	Nab2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6244	Rlm1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s156	Rlm1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8605	PST1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8426	YLR042C		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8319	CHA1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8634	KDX1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8633	SLT2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8620	KDX1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8619	SLT2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8613	SED1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8612	PST1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8606	SED1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8509	PRY2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8412	PCL1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8510	PCL1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6286	CRH1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6284	CRH1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8630	BGL2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8627	BGL2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8626	CHS3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8625	CIS3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8624	PIR3		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8623	CHS3		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8618	CIS3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8617	FIT2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8616	NCW2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8615	CCW14		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8614	CWP1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8611	PIR3		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8610	FIT2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8609	NCW2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8608	CCW14		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8428	YLR042C		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8320	CHA1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8511	PCL2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8512	PCL2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6289	PIR1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6282	HSP150		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6287	DFG5		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6285	DFG5		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6283	HSP150		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6288	PIR1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8513	SPS100		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8514	SPS100		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8631	YGP1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8628	YGP1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8632	PGK1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8629	PGK1		c5	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8515	SBF complex		c5	inside	s8515(s8518 s8397)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8516	SBF complex/Slt2		c5	inside	s8516(s8400(s8418 s8419) s8520)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8521	Kdx1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8522	Swi6		c5	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8528	sa494_degraded		c5	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8529	sa489_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8531	sa472_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8534	sa500_degraded		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8543	Rim15		c4	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8546	sa388_degraded		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8547	ROX1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8548	CYC1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8549	CYC7		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8550	CYT1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8552	YHB1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s572	COR1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s583	HMG1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s582	HMG1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s581	HEM13		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s580	HEM13		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s579	CYB2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s578	CYB2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s577	CYT1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s575	QCR2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s574	QCR2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s573	COR1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s571	CYC7		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s569	CYC1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s591	YHB1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s589	SOD2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s588	SOD2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s585	ERG11		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s584	ERG11		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8720	Translation		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8719	Suppression of hypoxic response		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s595	ROX1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s593	HYP2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s592	HYP2		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8554	SSA1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8556	SSA3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8557	SSA1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8559	SSA3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6519	SSA4		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8589	CTT1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8590	CTT1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8591	ALD3		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8592	PNS1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8593	ALD3		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8594	PNS1		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8595	PRE6		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8596	PRE6		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s8597	RPN1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8598	RPN1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8599	Gal11		c5	inside		Amount	0		FALSE	FALSE	FALSE
DEGRADED	s8600	sa136_degraded		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s26	Chs3		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6264	Chs3		c4	insideOfMembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8601	Chs3		c3	innerSurface		Amount	0		FALSE	FALSE	FALSE
GENE	s8607	CWP1		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8429	PRY2		c5	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s1469	PMC1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6576	Hsp82/Hsc82		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8533	Hsp82/Hsc82		c5	inside		Amount	0		FALSE	FALSE	FALSE
GENE	s6580	YDJ1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8721	Ssa2		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8722	Hsp82/Hsc82		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8726	Ssa1/3/4		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8728	Ydj1		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8729	Sro9		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8730	Hap1		c5	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8731	SBF complex/Kdx1		c5	inside	s8731(s8422(s8423 s8424) s8425)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8732	Hap1/Hsp90/Sro9/Ssa/Ydj1		c5	inside	s8732(s6909 s6910 s6911 s6912 s6913)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8733	Hap1/Sro9/Ssa/Ydj1		c5	inside	s8733(s6904 s6905 s6906 s6907)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8739	Pkh2/Lsp1/Pil1		c4	inside	s8739(s8735(s8737 s8738) s8736)	Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s596	Mitochondrial respiration		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8553	Oxidative stress response		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6454	Selective protein degradation		c5	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8740	Pi		c4	outerSurface		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8508	mRNA nuclear export		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8741	Rim15		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8742	Rim15		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8743	Hsf1		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8545	Protein stabilization		c4	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8744	heme		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8747	Msn4		c5	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6839	Bmh2		c4	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8041	Bmh2/Msn4		c4	inside	s8041(s8042 s8043)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8038	Bmh2/Msn2		c4	inside	s8038(s8039 s8040)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8745	Msn2		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8746	Msn4		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8749	heme biosynthesis		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s597	strerol biosynthesis		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8750	maintain membrane organization		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8752	negative regulation of ATPase activity		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8758	protein ubiquitination		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6687	Cell survival		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8748	Ion homeostasis		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8753	Chaperone		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6934	Pheromone response		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8363	Gcn2		c4	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8021	GDP/Sui2		c4	inside	s8021(s7568 s7569)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8022	GDP/Sui2		c4	inside	s8022(s7575 s7574)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8023	GTP/Sui2		c4	inside	s8023(s7580 s7581)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8762	eIF2B		c4	inside	s8762(s8785 s8765 s8367 s8368 s8369)	Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8766	Translation		c4	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7566	GCN4		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7567	Gcn4		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s7604	Carbohydrate metabolism		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s2230	Nutrient adaptation		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8503	Cell cycle progression		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8755	Cell polarity regulation		c5	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8767	Cytoskeleton assembly		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8381	Exocytosis		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8759	Cell wall integrity		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8768	Slg1		c4	innerSurface		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8769	Wsc2		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8770	Wsc3		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8771	Mid2		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8772	Bni1		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8773	Bnr1		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8774	Sec3		c4	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6447	Cell wall integrity		c5	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8775	Rom2/Mid2		c4	inside	s8775(s11 s12)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8776	Cdc25		c4	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8777	Pi		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8778	Cyr1		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s21	Srv2		c4	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7941	GDP Ras1		c4	inside	s7941(s7806 s37)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7940	GTP Ras1		c4	inside	s7940(s8779 s8780)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7938	GDP Ras2		c4	inside	s7938(s7807 s8781)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7937	GTP Ras2		c4	inside	s7937(s8782 s8783)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7946	Cyr1/Srv2		c4	inside	s7946(s7947 s7948)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8761	Cyr1/Srv2		c4	inside	s8761(s8784 s8763)	Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8787	ATP		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8788	Mkk1		c4	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8789	Bck1		c4	inside		Amount	0		FALSE	FALSE	FALSE
