class	id	name	speciesType	compartment	positionToCompartment	included	quantity type	initialQuantity	substanceUnits	hasOnlySubstanceUnits	b.c.	constants
PROTEIN	s8459	Gsp1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6538	Gsh2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6532	Gsh1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8368	Gsc2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6548	Grx8		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6614	Grx7		c5	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6600	Grx6		c5	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8395	Grx5-Ox		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6591	Grx5		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s620	Grx4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7440	Grx3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6469	Grx2		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6547	Grx2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6546	Grx1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6516	Gpx2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6515	Gpx1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6481	Glr1		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6545	Glr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6514	Gcn4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8390	Fus3		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8388	Fus3		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8752	Fus3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8753	Fus3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7270	Fra2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7269	Fra1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8367	Fks1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s224	Fap7		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6493	Dot5		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s235	Doa4		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s238	Ctt1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s239	Cta1		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6613	Crz1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6446	Crz1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6615	Crz1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s118	Crm1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s221	Ccp1-Ox		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s220	Ccp1		c3	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s173	Cad1-Ox		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s160	Cad1-Ox		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8757	Cad1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8365	Bnr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8364	Bni1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s121	Bem2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7524	Bcy1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7523	Bcy1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s110	Bcy1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s532	Bcy1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8496	Bck1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s123	Bck1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8497	Bag7		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s225	Ask10		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s151	Ahp1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6632	Aft1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6633	Aft1		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7271	Aft1		c1	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6511	uncharged tRNA		c1	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8645	charged tRNA		c1	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s180	ZWF1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s168	YNL134C		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8428	YLR042C		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8631	YGP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s166	YDL124W		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s156	YCF1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7336	VHT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s81	UBI4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s203	UBA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s187	TSA2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s176	TSA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s24	TRX2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s76	TRR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s197	TPS1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6636	TIS11		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s182	TAL1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s79	SSA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8477	SPS100		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s50	SOD2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s49	SOD1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7302	SMF3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8633	SLT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7298	SIT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s87	SHM2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8613	SED1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s199	RPT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s17	RPN4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s27	RPI1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s112	RNR4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s94	RNR3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s89	RLM1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6904	PST1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8511	PRY2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8624	PIR3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6289	PIR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s195	PGM2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8632	PGK1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s215	PDI1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8529	PCL2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8514	PCL1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s211	OYE3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s207	OLA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8616	NCW2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7310	MRS4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s201	MPR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s91	MIH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s191	LYS20		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8634	KDX1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s136	HYR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s162	HSP82		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s189	HSP78		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s41	HSP26		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6282	HSP150		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s39	HSP12		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s178	HSP104		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7314	HMX1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6697	GTT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6692	GTO1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s85	GSH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8531	GSC2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6619	GRX7		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6617	GRX6		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s61	GRX1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s63	GRE2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s84	GLR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6513	GCN4		c1	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7288	FTR1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7306	FTH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7312	FRE5		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7284	FRE4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7283	FRE3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7282	FRE2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8635	FKS1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7278	FIT3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8617	FIT2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7274	FIT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7304	FET5		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s14	FET4		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7286	FET3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7300	ENB1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s209	DNM1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6287	DFG5		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s193	DAK1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s184	CYS3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8614	CWP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s22	CTT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s600	CTH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6286	CRH1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7308	COT1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8625	CIS3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8626	CHS3		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8320	CHA1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s213	CDC48		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8615	CCW14		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s43	CCP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7292	CCC2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s8630	BGL2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7290	ATX1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7296	ARN2		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s7294	ARN1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s20	AHP1		c2	inside		Amount	0		FALSE	FALSE	FALSE
RNA	s6526	ADH6		c2	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6669	xenobiotics		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6679	xenobiotics		c7	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8456	phospholipid-Ox		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8457	phospholipid		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6953	cytochrome-c-Ox		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s56	cAMP		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8472	cAMP		c2	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6479	ROOH		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6487	ROOH		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6491	ROOH		c2	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6488	R-oh		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6492	R-oh		c2	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6230	PS		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8359	"PI(4,5)P2"		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8358	PI(4)P		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8357	PI		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s241	O2-		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6522	O2-		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s688	O2		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6954	O2		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8383	NADPH		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8450	NADPH		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s416	NADP+		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8451	NADP+		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6539	L-glycine		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s555	L-glutamine		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s680	L-cysteine		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s721	H2O2		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6476	H2O2		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s424	H2O		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s6477	H2O		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s8921	GTP		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s116	GDP		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s223	Cytochrome-c		c3	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s389	ATP		c1	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s408	ADP		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8493	Slg1		c7	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8983	Ptp2		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8779	Cell wall integration		c2	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s561	Pi		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s103	Tpk1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8987	Msn4		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8988	Msn4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8990	Msn2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6839	Bmh2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8991	Bmh1		c1	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7970	Bmh1/Yak1		c1	inside	s7970(s6898 s8112)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8992	Bmh2/Yak1		c1	inside	s8992(s8333 s8338)	Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s9024	ROS reduction		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6510	Translation		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9026	Gcn2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s101	Cell cycle progression		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s100	Nucleotide metabolism		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8782	Nutrient adaptation		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s8379	Cell wall integration		c1	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s9027	Nutrient adaptation		c1	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s6698	Nutrient adaptation		c8	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s9025	Ion homeostasis		c2	inside		Amount	0		FALSE	FALSE	FALSE
PHENOTYPE	s9028	Cell polarity regulation		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9029	Gcn2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9030	Skn7		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s226	Ask10		c2	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9031	Slg1		c1	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9032	Mid2		c1	transmembrane		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9033	Bni1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9034	Bnr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9035	Sec3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9036	Grx4-Ox		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9037	Grx3-Ox		c1	inside		Amount	0		FALSE	FALSE	FALSE
ION	s7986	Mn2+		c3	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7400	Mn2+/Sod2		c3	inside	s7400(s7404 s8378 s8378 s8378 s8378)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9073	Sod2		c3	transmembrane		Amount	0		FALSE	FALSE	FALSE
ION	s7227	Cu+		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7213	Ccs1		c1	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7229	Cu+/Sod1		c1	inside	s7229(s7235 s7249)	Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9074	Cta1		c8	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s9076	H2O		c8	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s9075	H2O2		c8	inside		Amount	0		FALSE	FALSE	FALSE
SIMPLE_MOLECULE	s9077	O2		c8	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9078	Yap1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8746	Yap1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s141	Yap1-Ox		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7871	Sfp1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7785	Npr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8540	Sip1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8536	Snf4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7794	Sap190		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7784	Npr1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6880	Sak1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6607	Sak1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8541	Elm1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6608	Tos3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8539	Sip2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7795	Sap185		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6132	Tap42		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9079	Gal83		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9080	Snf1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7814	Tip41		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8535	Tip41		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7796	Sap155		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6883	Sit4		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9082	Reg1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6908	Glc7		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6179	Gln3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6151	Cdc55		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7821	Gln3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7820	Ure2		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7823	Gat1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s6150	Tpd3		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7788	Pph21		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s7822	Gat1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s9085	Rts1		c1	inside		Amount	0		FALSE	FALSE	FALSE
PROTEIN	s8136	Pph22		c1	inside		Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8594	TORC1		c1	transmembrane	s8594(s8598 s8595 s8596 s8597)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7923	Npr2/Npr3		c1	inside	s7923(s7869 s7870)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7958	Sfp1/TORC1		c1	inside	s7958(s9092(s7875 s7876 s7877 s7878) s7873)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7959	Sfp1/TORC1		c1	inside	s7959(s8951(s7882 s7883 s7884 s7885) s7881)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8943	TORC1		c1	transmembrane	s8943(s8944 s8945 s8946 s8947)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s6631	SNF1 complex		c1	inside	s6631(s8555 s9093 s9116)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7954	Sit4/Sap190		c1	inside	s7954(s8553 s8543)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9086	SNF1 complex		c1	inside	s9086(s8559 s8560 s8561)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9087	SNF1 complex		c1	inside	s9087(s394 s395 s396)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7960	Tap42/Tip41		c1	inside	s7960(s7817 s7819)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9088	SNF1 complex		c1	inside	s9088(s8556 s8557 s8558)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7955	Sit4/Sap185		c1	inside	s7955(s7801 s7803)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8967	Tap42/TORC1		c1	transmembrane	s8967(s8968(s8970 s8971 s8972 s8973) s8969)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9089	SNF1 complex		c1	inside	s9089(s8563 s8565 s7804)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s11	SNF1 complex		c1	inside	s11(s8178 s8104 s7805)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7961	Tap42/Tip41		c1	inside	s7961(s6430 s7854)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7956	Sit4/Sap155		c1	inside	s7956(s9094 s8544)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7908	Tap42/TORC1		c1	transmembrane	s7908(s9095(s8962 s8963 s8964 s8965) s8966)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s9090	Bmh2/Msn2		c1	inside	s9090(s9097 s8040)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7968	Gln3/Ure2		c1	inside	s7968(s6180 s6181)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8164	PP2A(Pph21/Tpd3/Cdc55)		c1	inside	s8164(s7791 s8551 s8552)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7910	Sit4/Tap42/TORC1		c1	transmembrane	s7910(s8952(s8184 s8185 s8186 s8187) s8182 s8183)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8570	Bmh2/Msn4		c1	inside	s8570(s8571 s9098)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8584	Glc7/Bud14		c1	inside	s8584(s8585 s8586)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7972	Glc7/Reg1		c1	inside	s7972(s9099 s9100)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7967	Gln3/Ure2		c1	inside	s7967(s8113 s4)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7966	Gat1/Ure2		c1	inside	s7966(s7827 s9101)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8163	PP2A(Pph22/Tpd3/Cdc55)		c1	inside	s8163(s8165 s8140 s8141)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8161	PP2A(Pph21/Tpd3/Rts1)		c1	inside	s8161(s8147 s8148 s8155)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s7922	Pph21/Tap42/TORC1		c1	transmembrane	s7922(s8954(s8200 s8201 s8202 s8203) s8198 s8199)	Amount	0		FALSE	FALSE	FALSE
COMPLEX	s8348	Ccr4-Not complex		c1	inside	s8348(s8349 s8350 s8351)	Amount	0		FALSE	FALSE	FALSE
